,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),date
10699,71032,2023,9,21,,,10.6,2023-09-21
10700,71032,2023,9,22,,,0.0,2023-09-22
10961,71032,2024,6,9,4.6,-0.8,1.8,2024-06-09
10962,71032,2024,6,10,4.5,-3.6,0.2,2024-06-10
10963,71032,2024,6,11,0.8,-2.1,0.8,2024-06-11
10964,71032,2024,6,12,1.9,-2.0,32.4,2024-06-12
10965,71032,2024,6,13,2.4,-5.3,2.0,2024-06-13
10966,71032,2024,6,14,-0.6,-5.2,0.0,2024-06-14
10967,71032,2024,6,15,-1.3,-3.9,1.8,2024-06-15
10968,71032,2024,6,16,-1.9,-6.2,0.4,2024-06-16
10969,71032,2024,6,17,-0.4,-5.0,0.0,2024-06-17
10970,71032,2024,6,18,-1.2,-9.0,0.0,2024-06-18
10971,71032,2024,6,19,0.4,-4.0,0.0,2024-06-19
10972,71032,2024,6,20,-0.6,-4.9,0.0,2024-06-20
10973,71032,2024,6,21,-0.9,-5.7,0.0,2024-06-21
10974,71032,2024,6,22,-0.3,-7.7,0.8,2024-06-22
10975,71032,2024,6,23,2.3,-7.1,0.0,2024-06-23
10976,71032,2024,6,24,2.0,-3.9,0.0,2024-06-24
10977,71032,2024,6,25,0.6,-2.6,0.0,2024-06-25
10978,71032,2024,6,26,-1.5,-2.1,6.0,2024-06-26
10979,71032,2024,6,27,-0.9,-2.5,3.0,2024-06-27
10980,71032,2024,6,28,-0.3,-3.9,4.6,2024-06-28
10981,71032,2024,6,29,0.4,-2.8,0.0,2024-06-29
10982,71032,2024,6,30,-4.3,-4.4,18.2,2024-06-30
10983,71032,2024,7,1,-3.4,-9.6,0.0,2024-07-01
10984,71032,2024,7,2,-1.5,-8.4,0.0,2024-07-02
10985,71032,2024,7,3,-0.4,-11.1,0.0,2024-07-03
10986,71032,2024,7,4,-0.7,-7.9,0.0,2024-07-04
10987,71032,2024,7,5,2.0,-8.2,0.0,2024-07-05
10988,71032,2024,7,6,3.3,-5.0,0.0,2024-07-06
10989,71032,2024,7,7,1.8,-6.2,0.0,2024-07-07
10990,71032,2024,7,8,2.2,-4.1,0.0,2024-07-08
10991,71032,2024,7,9,1.5,0.1,7.8,2024-07-09
10992,71032,2024,7,10,3.4,-0.6,0.4,2024-07-10
10993,71032,2024,7,11,5.2,-1.0,0.4,2024-07-11
10994,71032,2024,7,12,1.8,-0.4,0.0,2024-07-12
10995,71032,2024,7,13,-0.3,-5.1,0.0,2024-07-13
10996,71032,2024,7,14,-3.8,-5.9,0.0,2024-07-14
10997,71032,2024,7,15,-0.7,-7.2,1.2,2024-07-15
10998,71032,2024,7,16,0.0,-5.6,1.0,2024-07-16
10999,71032,2024,7,17,-0.6,-2.2,1.4,2024-07-17
11000,71032,2024,7,18,-2.7,-3.8,0.2,2024-07-18
11001,71032,2024,7,19,-1.8,-6.6,0.0,2024-07-19
11002,71032,2024,7,20,-1.8,-5.7,12.6,2024-07-20
11003,71032,2024,7,21,-0.2,-5.9,4.0,2024-07-21
11004,71032,2024,7,22,0.0,-5.8,1.0,2024-07-22
11005,71032,2024,7,23,0.0,-1.6,0.0,2024-07-23
11006,71032,2024,7,24,3.3,-5.0,0.0,2024-07-24
11007,71032,2024,7,25,0.9,-3.5,0.0,2024-07-25
11008,71032,2024,7,26,-0.2,-3.8,19.4,2024-07-26
11009,71032,2024,7,27,0.9,-3.5,0.0,2024-07-27
11010,71032,2024,7,28,-4.8,-7.7,2.8,2024-07-28
11011,71032,2024,7,29,-1.9,-8.2,1.8,2024-07-29
11012,71032,2024,7,30,-0.6,-8.9,0.0,2024-07-30
11013,71032,2024,7,31,3.9,-6.3,0.0,2024-07-31
11014,71032,2024,8,1,2.7,-6.6,0.0,2024-08-01
11015,71032,2024,8,2,0.1,-8.6,0.0,2024-08-02
11016,71032,2024,8,3,0.2,-6.5,0.0,2024-08-03
11017,71032,2024,8,4,2.9,-4.5,0.0,2024-08-04
11018,71032,2024,8,5,-1.1,-6.5,0.0,2024-08-05
11019,71032,2024,8,6,-0.8,-6.0,0.0,2024-08-06
11020,71032,2024,8,7,4.5,-4.2,0.0,2024-08-07
11021,71032,2024,8,8,1.7,-4.1,0.0,2024-08-08
11022,71032,2024,8,9,2.9,-1.8,0.0,2024-08-09
11023,71032,2024,8,10,6.3,-3.5,0.0,2024-08-10
11024,71032,2024,8,11,7.0,-2.5,0.0,2024-08-11
11025,71032,2024,8,12,5.0,-3.8,0.0,2024-08-12
11026,71032,2024,8,13,3.4,-0.6,0.0,2024-08-13
11027,71032,2024,8,14,4.3,1.9,3.6,2024-08-14
11028,71032,2024,8,15,6.1,-0.5,0.2,2024-08-15
11029,71032,2024,8,16,4.0,1.1,0.0,2024-08-16
11030,71032,2024,8,17,0.5,-1.5,13.8,2024-08-17
11031,71032,2024,8,18,1.4,-1.6,1.8,2024-08-18
11032,71032,2024,8,19,2.8,-2.2,0.0,2024-08-19
11033,71032,2024,8,20,5.4,-0.7,0.0,2024-08-20
11034,71032,2024,8,21,1.8,1.2,14.4,2024-08-21
11035,71032,2024,8,22,0.8,-0.7,7.0,2024-08-22
11036,71032,2024,8,23,4.9,-0.9,2.8,2024-08-23
11037,71032,2024,8,24,7.4,0.0,3.8,2024-08-24
11038,71032,2024,8,25,6.6,2.6,0.6,2024-08-25
11039,71032,2024,8,26,1.5,-1.7,54.2,2024-08-26
11040,71032,2024,8,27,3.6,-0.7,0.0,2024-08-27
11041,71032,2024,8,28,0.6,0.2,0.2,2024-08-28
11042,71032,2024,8,29,1.7,-3.6,8.2,2024-08-29
11043,71032,2024,8,30,2.5,-2.8,3.6,2024-08-30
11044,71032,2024,8,31,1.0,-2.2,2.6,2024-08-31
11045,71032,2024,9,1,2.4,-1.5,2.8,2024-09-01
11046,71032,2024,9,2,-1.5,-3.9,1.6,2024-09-02
11047,71032,2024,9,3,3.6,-5.7,2.4,2024-09-03
11048,71032,2024,9,4,5.7,-1.7,0.0,2024-09-04
11049,71032,2024,9,5,8.0,2.0,0.0,2024-09-05
11050,71032,2024,9,6,8.4,4.3,0.0,2024-09-06
11051,71032,2024,9,7,5.7,1.6,16.8,2024-09-07
11052,71032,2024,9,8,1.7,-2.4,0.2,2024-09-08
11053,71032,2024,9,9,8.0,-0.6,4.8,2024-09-09
11054,71032,2024,9,10,11.7,-1.3,0.0,2024-09-10
11055,71032,2024,9,11,8.5,1.8,0.0,2024-09-11
11056,71032,2024,9,12,2.0,-0.9,6.2,2024-09-12
11057,71032,2024,9,13,6.0,-3.8,0.2,2024-09-13
11058,71032,2024,9,14,3.1,-1.5,0.0,2024-09-14
11059,71032,2024,9,15,-0.6,-8.2,6.2,2024-09-15
11060,71032,2024,9,16,1.7,-6.8,0.0,2024-09-16
11061,71032,2024,9,17,2.2,-3.5,2.0,2024-09-17
11062,71032,2024,9,18,3.0,-2.9,0.0,2024-09-18
11063,71032,2024,9,19,0.0,-1.9,0.0,2024-09-19
11064,71032,2024,9,20,-0.2,-3.7,0.6,2024-09-20
11065,71032,2024,9,21,0.0,-2.8,7.2,2024-09-21
11066,71032,2024,9,22,2.7,-2.6,0.4,2024-09-22
11326,71032,2025,6,9,-1.2,-5.2,1.4,2025-06-09
11327,71032,2025,6,10,-1.4,-3.0,,2025-06-10
11328,71032,2025,6,11,-2.3,-4.4,0.8,2025-06-11
11329,71032,2025,6,12,-0.9,-6.3,0.0,2025-06-12
11330,71032,2025,6,13,-0.9,-6.0,0.0,2025-06-13
11331,71032,2025,6,14,-1.9,-8.1,,2025-06-14
11332,71032,2025,6,15,3.1,-4.1,,2025-06-15
11333,71032,2025,6,16,1.1,-4.0,0.0,2025-06-16
11334,71032,2025,6,17,0.9,-4.2,1.2,2025-06-17
11335,71032,2025,6,18,3.8,-5.3,0.6,2025-06-18
11336,71032,2025,6,19,3.9,-1.5,0.0,2025-06-19
11337,71032,2025,6,20,5.2,-0.6,,2025-06-20
11338,71032,2025,6,21,6.3,1.3,0.0,2025-06-21
11339,71032,2025,6,22,6.6,0.8,,2025-06-22
11340,71032,2025,6,23,,0.2,0.0,2025-06-23
11341,71032,2025,6,24,0.7,0.6,,2025-06-24
11342,71032,2025,6,25,-3.9,-4.4,9.4,2025-06-25
11343,71032,2025,6,26,-0.3,-8.0,3.2,2025-06-26
11344,71032,2025,6,27,2.4,-6.4,0.0,2025-06-27
11345,71032,2025,6,28,3.3,-4.1,0.0,2025-06-28
11346,71032,2025,6,29,1.5,-2.5,0.0,2025-06-29
11347,71032,2025,6,30,-0.5,-6.9,0.0,2025-06-30
11348,71032,2025,7,1,0.3,-6.3,0.0,2025-07-01
11349,71032,2025,7,2,0.6,-2.1,11.6,2025-07-02
11350,71032,2025,7,3,-0.4,-2.6,8.2,2025-07-03
11351,71032,2025,7,4,1.9,-3.7,0.4,2025-07-04
11352,71032,2025,7,5,4.2,-3.1,0.0,2025-07-05
11353,71032,2025,7,6,3.5,-0.2,0.0,2025-07-06
11354,71032,2025,7,7,2.3,-2.0,1.4,2025-07-07
11355,71032,2025,7,8,-0.8,-2.0,0.0,2025-07-08
11356,71032,2025,7,9,-2.8,-4.6,6.0,2025-07-09
11357,71032,2025,7,10,-2.5,-4.6,2.4,2025-07-10
11358,71032,2025,7,11,-0.4,-4.8,1.6,2025-07-11
11359,71032,2025,7,12,-1.2,-4.9,4.4,2025-07-12
11360,71032,2025,7,13,-1.1,-4.9,0.0,2025-07-13
11361,71032,2025,7,14,-3.1,-5.4,6.4,2025-07-14
11362,71032,2025,7,15,-3.8,-6.1,0.2,2025-07-15
11363,71032,2025,7,16,-2.3,-5.9,0.0,2025-07-16
11364,71032,2025,7,17,-2.0,-4.2,0.0,2025-07-17
11365,71032,2025,7,18,-2.7,-6.1,0.0,2025-07-18
11366,71032,2025,7,19,-1.3,-8.9,0.0,2025-07-19
11367,71032,2025,7,20,1.5,-6.1,0.0,2025-07-20
11368,71032,2025,7,21,2.7,-5.9,0.0,2025-07-21
11369,71032,2025,7,22,2.6,-2.0,1.2,2025-07-22
11370,71032,2025,7,23,-3.7,-5.1,24.2,2025-07-23
11371,71032,2025,7,24,-3.1,-6.2,1.6,2025-07-24
11372,71032,2025,7,25,,-9.1,0.0,2025-07-25
12993,83024,2014,6,9,6.8,-3.0,0.6,2014-06-09
12994,83024,2014,6,10,6.9,2.0,0.0,2014-06-10
12995,83024,2014,6,11,3.5,0.2,0.0,2014-06-11
12996,83024,2014,6,12,3.9,0.1,0.0,2014-06-12
12997,83024,2014,6,13,4.1,1.1,4.0,2014-06-13
12998,83024,2014,6,14,2.8,0.1,9.6,2014-06-14
12999,83024,2014,6,15,1.9,-0.6,,2014-06-15
13000,83024,2014,6,16,1.8,-2.5,0.0,2014-06-16
13001,83024,2014,6,17,7.7,-0.6,40.4,2014-06-17
13002,83024,2014,6,18,10.0,-0.6,0.0,2014-06-18
13003,83024,2014,6,19,6.0,1.8,0.0,2014-06-19
13004,83024,2014,6,20,3.2,-0.2,0.0,2014-06-20
13005,83024,2014,6,21,3.0,0.3,5.4,2014-06-21
13006,83024,2014,6,22,5.1,-0.6,1.8,2014-06-22
13007,83024,2014,6,23,1.2,-0.3,3.0,2014-06-23
13008,83024,2014,6,24,-0.4,-5.1,19.4,2014-06-24
13009,83024,2014,6,25,1.6,-4.0,17.6,2014-06-25
13010,83024,2014,6,26,1.7,-1.6,70.2,2014-06-26
13011,83024,2014,6,27,0.7,-1.2,3.4,2014-06-27
13012,83024,2014,6,28,-1.2,-2.2,2.0,2014-06-28
13013,83024,2014,6,29,-0.9,-3.2,18.0,2014-06-29
13014,83024,2014,6,30,-0.4,-4.2,9.2,2014-06-30
13015,83024,2014,7,1,0.1,-3.5,10.0,2014-07-01
13016,83024,2014,7,2,2.9,-1.1,5.8,2014-07-02
13017,83024,2014,7,3,3.5,-0.6,0.2,2014-07-03
13018,83024,2014,7,4,0.1,-1.2,0.0,2014-07-04
13019,83024,2014,7,5,0.2,-1.3,22.2,2014-07-05
13020,83024,2014,7,6,0.3,-1.1,32.6,2014-07-06
13021,83024,2014,7,7,2.8,-2.2,5.8,2014-07-07
13022,83024,2014,7,8,-0.7,-3.0,0.0,2014-07-08
13023,83024,2014,7,9,-2.0,-3.3,2.6,2014-07-09
13024,83024,2014,7,10,0.1,-3.6,12.6,2014-07-10
13025,83024,2014,7,11,0.0,-3.4,11.6,2014-07-11
13026,83024,2014,7,12,-2.1,-2.9,35.2,2014-07-12
13027,83024,2014,7,13,-0.1,-5.4,3.6,2014-07-13
13028,83024,2014,7,14,-0.1,-3.4,0.4,2014-07-14
13029,83024,2014,7,15,0.1,-2.1,0.6,2014-07-15
13030,83024,2014,7,16,0.0,-1.2,14.4,2014-07-16
13031,83024,2014,7,17,-2.8,-3.0,13.2,2014-07-17
13032,83024,2014,7,18,-2.5,-5.4,5.0,2014-07-18
13033,83024,2014,7,19,-1.7,-4.5,1.4,2014-07-19
13034,83024,2014,7,20,0.0,-5.5,2.2,2014-07-20
13035,83024,2014,7,21,2.4,-4.2,0.0,2014-07-21
13036,83024,2014,7,22,3.6,-2.8,0.0,2014-07-22
13037,83024,2014,7,23,4.9,-1.2,0.0,2014-07-23
13038,83024,2014,7,24,2.1,-1.2,0.0,2014-07-24
13039,83024,2014,7,25,1.6,-0.2,3.6,2014-07-25
13040,83024,2014,7,26,1.3,0.0,16.4,2014-07-26
13041,83024,2014,7,27,0.7,-1.0,6.4,2014-07-27
13042,83024,2014,7,28,2.5,-0.6,0.0,2014-07-28
13043,83024,2014,7,29,3.3,-0.4,0.0,2014-07-29
13044,83024,2014,7,30,3.2,0.4,60.2,2014-07-30
13045,83024,2014,7,31,3.4,1.3,16.0,2014-07-31
13046,83024,2014,8,1,-4.3,-5.9,8.0,2014-08-01
13047,83024,2014,8,2,-3.4,-7.4,8.4,2014-08-02
13048,83024,2014,8,3,-1.6,-8.3,8.4,2014-08-03
13049,83024,2014,8,4,-0.2,-7.1,0.0,2014-08-04
13050,83024,2014,8,5,3.3,-6.9,0.0,2014-08-05
13051,83024,2014,8,6,0.2,-2.5,0.0,2014-08-06
13052,83024,2014,8,7,0.9,-1.9,1.2,2014-08-07
13053,83024,2014,8,8,2.5,-1.5,0.0,2014-08-08
13054,83024,2014,8,9,2.6,-2.1,0.0,2014-08-09
13055,83024,2014,8,10,-1.2,-2.6,5.4,2014-08-10
13056,83024,2014,8,11,-1.6,-6.7,4.8,2014-08-11
13057,83024,2014,8,12,3.2,-7.8,0.2,2014-08-12
13058,83024,2014,8,13,5.0,-5.7,0.0,2014-08-13
13059,83024,2014,8,14,6.2,-2.8,0.0,2014-08-14
13060,83024,2014,8,15,5.4,-1.3,0.0,2014-08-15
13061,83024,2014,8,16,5.9,-0.6,0.0,2014-08-16
13062,83024,2014,8,17,1.9,-2.2,0.0,2014-08-17
13063,83024,2014,8,18,1.7,-0.7,0.0,2014-08-18
13064,83024,2014,8,19,4.9,0.0,0.4,2014-08-19
13065,83024,2014,8,20,5.9,-1.4,0.0,2014-08-20
13066,83024,2014,8,21,4.3,-0.3,0.0,2014-08-21
13067,83024,2014,8,22,6.5,-0.8,0.0,2014-08-22
13068,83024,2014,8,23,4.9,-0.5,0.0,2014-08-23
13069,83024,2014,8,24,2.0,1.4,0.0,2014-08-24
13070,83024,2014,8,25,3.7,-0.7,0.4,2014-08-25
13071,83024,2014,8,26,8.2,-0.1,0.2,2014-08-26
13072,83024,2014,8,27,5.6,1.4,0.0,2014-08-27
13073,83024,2014,8,28,6.7,1.1,0.0,2014-08-28
13074,83024,2014,8,29,9.7,2.6,0.0,2014-08-29
13075,83024,2014,8,30,8.6,2.8,0.0,2014-08-30
13076,83024,2014,8,31,7.1,1.1,0.0,2014-08-31
13077,83024,2014,9,1,4.9,2.3,0.0,2014-09-01
13078,83024,2014,9,2,-0.8,-2.5,23.2,2014-09-02
13079,83024,2014,9,3,2.1,-4.9,4.8,2014-09-03
13080,83024,2014,9,4,4.4,-3.9,0.4,2014-09-04
13081,83024,2014,9,5,5.6,-1.8,0.6,2014-09-05
13082,83024,2014,9,6,7.4,-1.2,0.8,2014-09-06
13083,83024,2014,9,7,7.3,0.1,0.0,2014-09-07
13084,83024,2014,9,8,5.8,1.5,0.0,2014-09-08
13085,83024,2014,9,9,6.1,2.9,7.6,2014-09-09
13086,83024,2014,9,10,2.9,0.4,18.6,2014-09-10
13087,83024,2014,9,11,2.4,0.9,0.2,2014-09-11
13088,83024,2014,9,12,6.3,-4.0,7.2,2014-09-12
13089,83024,2014,9,13,8.3,-0.1,0.0,2014-09-13
13090,83024,2014,9,14,5.1,0.3,0.0,2014-09-14
13091,83024,2014,9,15,8.4,1.1,0.0,2014-09-15
13092,83024,2014,9,16,7.7,3.7,0.0,2014-09-16
13093,83024,2014,9,17,-0.3,-2.2,11.8,2014-09-17
13094,83024,2014,9,18,-0.6,-4.0,5.2,2014-09-18
13095,83024,2014,9,19,3.9,-6.1,3.8,2014-09-19
13096,83024,2014,9,20,6.7,-2.5,0.0,2014-09-20
13097,83024,2014,9,21,8.1,-0.6,0.0,2014-09-21
13098,83024,2014,9,22,12.0,2.8,0.0,2014-09-22
13358,83024,2015,6,9,-0.4,-0.6,17.2,2015-06-09
13359,83024,2015,6,10,7.8,-4.5,0.6,2015-06-10
13360,83024,2015,6,11,9.5,-3.7,0.0,2015-06-11
13361,83024,2015,6,12,10.2,5.3,0.0,2015-06-12
13362,83024,2015,6,13,7.9,2.0,0.0,2015-06-13
13363,83024,2015,6,14,5.9,1.9,0.0,2015-06-14
13364,83024,2015,6,15,4.6,0.9,0.0,2015-06-15
13365,83024,2015,6,16,5.4,2.1,7.6,2015-06-16
13366,83024,2015,6,17,4.4,1.9,0.4,2015-06-17
13367,83024,2015,6,18,1.5,0.4,0.0,2015-06-18
13368,83024,2015,6,19,-0.4,-3.3,0.0,2015-06-19
13369,83024,2015,6,20,3.5,-6.3,0.0,2015-06-20
13370,83024,2015,6,21,3.5,-4.5,0.0,2015-06-21
13371,83024,2015,6,22,1.7,-3.8,0.0,2015-06-22
13372,83024,2015,6,23,3.8,-2.6,0.0,2015-06-23
13373,83024,2015,6,24,3.9,0.4,0.0,2015-06-24
13374,83024,2015,6,25,5.4,-0.3,0.6,2015-06-25
13375,83024,2015,6,26,7.1,-1.8,0.0,2015-06-26
13376,83024,2015,6,27,8.3,1.2,0.0,2015-06-27
13377,83024,2015,6,28,7.3,-2.3,0.0,2015-06-28
13378,83024,2015,6,29,9.1,1.5,0.0,2015-06-29
13379,83024,2015,6,30,2.0,-2.7,0.0,2015-06-30
13380,83024,2015,7,1,-0.5,-3.3,0.0,2015-07-01
13381,83024,2015,7,2,-2.2,-3.3,7.8,2015-07-02
13382,83024,2015,7,3,0.0,-6.2,2.8,2015-07-03
13383,83024,2015,7,4,0.3,-6.3,0.8,2015-07-04
13384,83024,2015,7,5,-0.2,-1.9,0.4,2015-07-05
13385,83024,2015,7,6,0.0,-3.5,0.0,2015-07-06
13386,83024,2015,7,7,1.3,-2.5,0.8,2015-07-07
13387,83024,2015,7,8,1.1,-2.5,0.0,2015-07-08
13388,83024,2015,7,9,0.7,-1.7,0.0,2015-07-09
13389,83024,2015,7,10,0.8,-1.8,11.6,2015-07-10
13390,83024,2015,7,11,0.8,-1.2,11.8,2015-07-11
13391,83024,2015,7,12,0.1,-6.3,12.2,2015-07-12
13392,83024,2015,7,13,-0.4,-5.1,9.4,2015-07-13
13393,83024,2015,7,14,-2.7,-5.2,9.8,2015-07-14
13394,83024,2015,7,15,-1.7,-5.3,3.4,2015-07-15
13395,83024,2015,7,16,-0.7,-4.2,1.2,2015-07-16
13396,83024,2015,7,17,-1.0,-6.1,0.6,2015-07-17
13397,83024,2015,7,18,-0.8,-5.7,1.6,2015-07-18
13398,83024,2015,7,19,-0.9,-5.5,8.0,2015-07-19
13399,83024,2015,7,20,-0.2,-4.4,1.2,2015-07-20
13400,83024,2015,7,21,2.0,-2.4,0.0,2015-07-21
13401,83024,2015,7,22,1.0,-1.5,6.6,2015-07-22
13402,83024,2015,7,23,1.7,-0.9,5.2,2015-07-23
13403,83024,2015,7,24,1.2,-0.9,0.0,2015-07-24
13404,83024,2015,7,25,-0.1,-2.7,24.0,2015-07-25
13405,83024,2015,7,26,-3.1,-3.3,19.4,2015-07-26
13406,83024,2015,7,27,-1.1,-5.6,1.6,2015-07-27
13407,83024,2015,7,28,-0.1,-4.3,1.4,2015-07-28
13408,83024,2015,7,29,-0.7,-4.3,5.4,2015-07-29
13409,83024,2015,7,30,-1.0,-3.6,0.0,2015-07-30
13410,83024,2015,7,31,2.7,-6.2,7.8,2015-07-31
13411,83024,2015,8,1,2.5,-4.5,7.4,2015-08-01
13412,83024,2015,8,2,-0.6,-3.1,29.0,2015-08-02
13413,83024,2015,8,3,-2.9,-4.3,17.0,2015-08-03
13414,83024,2015,8,4,-2.3,-7.2,1.6,2015-08-04
13415,83024,2015,8,5,-2.1,-7.1,0.0,2015-08-05
13416,83024,2015,8,6,0.0,-4.9,6.6,2015-08-06
13417,83024,2015,8,7,0.0,-2.1,9.8,2015-08-07
13418,83024,2015,8,8,1.8,-4.7,6.6,2015-08-08
13419,83024,2015,8,9,-1.5,-3.0,0.0,2015-08-09
13420,83024,2015,8,10,-0.3,-3.4,1.0,2015-08-10
13421,83024,2015,8,11,-1.2,-2.9,10.2,2015-08-11
13422,83024,2015,8,12,-0.4,-2.9,4.6,2015-08-12
13423,83024,2015,8,13,0.0,-3.3,4.2,2015-08-13
13424,83024,2015,8,14,1.2,-2.2,,2015-08-14
13425,83024,2015,8,15,3.3,-0.7,0.0,2015-08-15
13426,83024,2015,8,16,0.1,-1.8,0.0,2015-08-16
13427,83024,2015,8,17,-1.2,-1.8,9.6,2015-08-17
13428,83024,2015,8,18,-0.4,-6.0,2.2,2015-08-18
13429,83024,2015,8,19,1.0,-5.6,0.2,2015-08-19
13430,83024,2015,8,20,4.4,-2.6,0.0,2015-08-20
13431,83024,2015,8,21,5.4,-0.2,0.0,2015-08-21
13432,83024,2015,8,22,5.7,1.8,0.4,2015-08-22
13433,83024,2015,8,23,4.3,0.9,0.0,2015-08-23
13434,83024,2015,8,24,1.6,-1.3,0.0,2015-08-24
13435,83024,2015,8,25,1.3,-1.1,0.0,2015-08-25
13436,83024,2015,8,26,3.9,-1.2,0.6,2015-08-26
13437,83024,2015,8,27,0.8,-0.7,19.0,2015-08-27
13438,83024,2015,8,28,2.1,-1.7,3.2,2015-08-28
13439,83024,2015,8,29,-1.1,-6.8,0.0,2015-08-29
13440,83024,2015,8,30,2.3,-5.9,1.6,2015-08-30
13441,83024,2015,8,31,5.6,-2.4,0.2,2015-08-31
13442,83024,2015,9,1,5.8,-2.0,0.0,2015-09-01
13443,83024,2015,9,2,4.0,-1.2,0.0,2015-09-02
13444,83024,2015,9,3,2.3,-1.1,1.8,2015-09-03
13445,83024,2015,9,4,5.2,-1.6,,2015-09-04
13446,83024,2015,9,5,6.1,-1.1,0.0,2015-09-05
13447,83024,2015,9,6,1.4,0.6,0.0,2015-09-06
13448,83024,2015,9,7,-0.4,-2.8,10.8,2015-09-07
13449,83024,2015,9,8,2.0,-3.6,13.0,2015-09-08
13450,83024,2015,9,9,2.0,-3.7,1.0,2015-09-09
13451,83024,2015,9,10,5.3,-2.0,0.0,2015-09-10
13452,83024,2015,9,11,6.4,-0.1,0.0,2015-09-11
13453,83024,2015,9,12,11.3,1.4,0.0,2015-09-12
13454,83024,2015,9,13,12.0,4.9,0.0,2015-09-13
13455,83024,2015,9,14,11.3,4.9,0.0,2015-09-14
13456,83024,2015,9,15,3.3,0.6,10.8,2015-09-15
13457,83024,2015,9,16,4.8,-3.1,1.6,2015-09-16
13458,83024,2015,9,17,7.1,-3.2,0.0,2015-09-17
13459,83024,2015,9,18,7.8,-2.4,0.0,2015-09-18
13460,83024,2015,9,19,7.6,1.3,0.0,2015-09-19
13461,83024,2015,9,20,7.2,1.7,0.0,2015-09-20
13462,83024,2015,9,21,7.8,3.1,0.0,2015-09-21
13463,83024,2015,9,22,-1.8,-3.7,6.6,2015-09-22
13724,83024,2016,6,9,2.4,0.6,20.2,2016-06-09
13725,83024,2016,6,10,1.6,-1.6,30.6,2016-06-10
13726,83024,2016,6,11,-0.4,-2.8,37.4,2016-06-11
13727,83024,2016,6,12,7.0,-5.8,3.8,2016-06-12
13728,83024,2016,6,13,7.3,-0.7,1.0,2016-06-13
13729,83024,2016,6,14,8.9,2.3,0.0,2016-06-14
13730,83024,2016,6,15,11.0,2.0,0.0,2016-06-15
13731,83024,2016,6,16,4.2,-0.8,0.0,2016-06-16
13732,83024,2016,6,17,4.1,-1.0,7.8,2016-06-17
13733,83024,2016,6,18,6.2,2.1,2.0,2016-06-18
13734,83024,2016,6,19,5.5,2.6,0.2,2016-06-19
13735,83024,2016,6,20,3.2,1.9,23.0,2016-06-20
13736,83024,2016,6,21,0.5,-1.1,11.2,2016-06-21
13737,83024,2016,6,22,0.2,-1.6,55.6,2016-06-22
13738,83024,2016,6,23,0.0,-2.0,14.0,2016-06-23
13739,83024,2016,6,24,-3.6,-4.1,15.6,2016-06-24
13740,83024,2016,6,25,-2.1,-6.1,2.6,2016-06-25
13741,83024,2016,6,26,-1.0,-4.8,0.4,2016-06-26
13742,83024,2016,6,27,-1.0,-6.9,1.2,2016-06-27
13743,83024,2016,6,28,0.1,-3.9,1.2,2016-06-28
13744,83024,2016,6,29,0.1,-1.9,20.6,2016-06-29
13745,83024,2016,6,30,-1.2,-2.5,2.2,2016-06-30
13746,83024,2016,7,1,0.0,-3.7,9.8,2016-07-01
13747,83024,2016,7,2,0.1,-1.7,11.0,2016-07-02
13748,83024,2016,7,3,0.1,-0.5,4.8,2016-07-03
13749,83024,2016,7,4,-1.0,-1.9,5.0,2016-07-04
13750,83024,2016,7,5,0.1,-2.5,0.0,2016-07-05
13751,83024,2016,7,6,1.9,-1.3,7.0,2016-07-06
13752,83024,2016,7,7,2.1,0.0,1.4,2016-07-07
13753,83024,2016,7,8,1.7,0.4,0.0,2016-07-08
13754,83024,2016,7,9,2.2,0.3,0.8,2016-07-09
13755,83024,2016,7,10,2.0,0.4,0.0,2016-07-10
13756,83024,2016,7,11,0.9,-0.1,23.0,2016-07-11
13757,83024,2016,7,12,-1.1,-1.6,11.2,2016-07-12
13758,83024,2016,7,13,-3.2,-7.2,3.6,2016-07-13
13759,83024,2016,7,14,-1.0,-7.2,0.8,2016-07-14
13760,83024,2016,7,15,5.4,-3.9,1.0,2016-07-15
13761,83024,2016,7,16,8.6,-3.5,3.0,2016-07-16
13762,83024,2016,7,17,6.3,0.6,1.2,2016-07-17
13763,83024,2016,7,18,5.4,1.3,0.0,2016-07-18
13764,83024,2016,7,19,5.2,1.8,21.2,2016-07-19
13765,83024,2016,7,20,6.5,2.6,0.0,2016-07-20
13766,83024,2016,7,21,7.8,2.6,0.8,2016-07-21
13767,83024,2016,7,22,7.9,2.5,19.2,2016-07-22
13768,83024,2016,7,23,-3.8,-4.0,64.2,2016-07-23
13769,83024,2016,7,24,-2.3,-5.9,0.6,2016-07-24
13770,83024,2016,7,25,-1.0,-4.9,5.6,2016-07-25
13771,83024,2016,7,26,-1.6,-5.1,23.8,2016-07-26
13772,83024,2016,7,27,-0.5,-5.1,9.4,2016-07-27
13773,83024,2016,7,28,-0.1,-3.2,11.0,2016-07-28
13774,83024,2016,7,29,0.1,-1.8,3.4,2016-07-29
13775,83024,2016,7,30,0.6,-0.8,6.6,2016-07-30
13776,83024,2016,7,31,2.4,-0.6,20.6,2016-07-31
13777,83024,2016,8,1,1.3,0.1,8.2,2016-08-01
13778,83024,2016,8,2,-1.3,-4.6,39.2,2016-08-02
